id,poj_unicode,poj_input,kip_unicode,kip_input,abbreviations,noun_classifiers,reduplication,hoabun,english,synonym,cf,page_number,poj_normalized
2301,chāi-lâi,chai7-lai5,tsāi-lâi,tsai7-lai5,N,,,在來米,"original local Taiwanese rice (long grained, now largely replaced by [hong7-lai5-bi2])",,,21,chai-lai
2302,chāi-lâng,chai7-lang5,tsāi-lâng,tsai7-lang5,VO,,,在於人,"varys from individual to individual (personal choice, reaction medication, etc)",,,21,chai-lang
2303,chāi-Sè,chai7-Se3,tsāi-Sè,tsai7-Se3,VO,,,在世,"be in this world, be alive",,,21,chai-Se
2304,chāi-seⁿ,chai7-senn,tsāi-senn,tsai7-senn,VO,,,在世,"be in this life, be alive",,,21,chai-se
2305,chāi-sek-lâm,chai7-sek-lam5,tsāi-sik-lâm,tsai7-sik-lam5,N,,,處男,bachelor (virgin),,,21,chai-sek-lam
2306,chāi-sek-lú,chai7-sek-lu2,tsāi-sik-lú,tsai7-sik-lu2,N,,,處女,virgin,,,21,chai-sek-lu
2307,chāi-se̍k,chai7-sek8,tsāi-si̍k,tsai7-sik8,VO,,,在場,"be present, be in attendance",,,21,chai-sek
2308,chāi-siⁿ,chai7-sinn,tsāi-sinn,tsai7-sinn,VO,,,在世,"be in this life, be alive",,,21,chai-si
2309,chāi-tē-ê,chai7-te7-e5,tsāi-tē-ê,tsai7-te7-e5,ph,ê,,本地的,"local, native",,,21,chai-te-e
2310,chāi-tī,chai7-ti7,tsāi-tī,tsai7-ti7,V/fig,,,在於,"be in, at<[chai7 ti7 Siong7-te3 e5 thiann3]: be in god’s love>,<[chai7 ti2 li2 kam2-kak]: depends on how you feel>",,,21,chai-ti
2311,chāi-tiûⁿ,chai7-tiunn5,tsāi-tiûnn,tsai7-tiunn5,VO,,,在場,"be present, be on the spot, be there",,,21,chai-tiu
2312,chāi-tōe-ê,chai7-toe7-e5,tsāi-tuē-ê,tsai7-tue7-e5,ph,ê,,本地的,"local, native",,,21,chai-toe-e
2313,cháiⁿ-à,chainn2-a3,tsáinn-à,tsainn2-a3,,,,,"(see [chainn2-iunn7], below)",,,21,chai-a
2314,cháiⁿ-à-iūⁿ,chainn2-a3-iunn7,tsáinn-à-iūnn,tsainn2-a3-iunn7,,,,,"(see [chainn2-iunn7], below)",,,21,chai-a-iu
2315,cháiⁿ-iūⁿ,chainn2-iunn7,tsáinn-iūnn,tsainn2-iunn7,Smod/Pmod,,,為甚麼,why? how come? (reason),,,21,chai-iu
2316,cháiⁿ-iūⁿ,chainn2-iunn7,tsáinn-iūnn,tsainn2-iunn7,Pmod,,,怎樣,"how? (manner, means)",,,21,chai-iu
2317,cháiⁿ-iūⁿ,chainn2-iunn7,tsáinn-iūnn,tsainn2-iunn7,Int,,,怎麼樣,what degree? how much?(extent),,,21,chai-iu
2318,cháiⁿ-iūⁿ,chainn2-iunn7,tsáinn-iūnn,tsainn2-iunn7,Vsub,,,怎麼辦,"“do” <[I na7 bo5 lai5, li2 beh chainn2-iunn7]: If he doesn’t come, what will you do?>",,,21,chai-iu
2319,cháiⁿ-iūⁿ,chainn2-iunn7,tsáinn-iūnn,tsainn2-iunn7,Clsub,,,怎樣樣,"<[Goa2 khoan3 ,i boe7 hiau2. Li2 siunn7, chainn2-iun7]: I don’t think he can. What do you think? >",,,21,chai-iu
2320,cháiⁿ-siòng,chainn2-siong3,tsáinn-siòng,tsainn2-siong3,N,,,宰相,prime minister (obs),,siú siòng,21,chai-siong
2321,chak,chak,tsak,tsak,V,,,擠擾,"crowd in, bother",,,21,chak
2322,chak,chak,tsak,tsak,SV,,chak-chak/chak-chak-chak,擠擾,"crowding, bothering",,,21,chak
2323,chak-chō,chak-cho7,tsak-tsō,tsak-tso7,V,,,打擾,"bother, trouble <[Goa2 lai5 chak-cho7 li2]: May i intrude? May I bother you? >,<[chin chak-cho7 li2]: I’ve been a great bother (said by guest on arrival and departure)>",,,21,chak-cho
2324,chak-sí,chak-si2,tsak-sí,tsak-si2,vi,,,悶死,choke (to death),,,21,chak-si
2325,chám,cham2,tsám,tsam2,V,,,斬,"chop, cut (with oblique strokes)",,chām,21,cham
2326,chám-bo̍k,cham2-bok8,tsám-bo̍k,tsam2-bok8,N,ki,,枕木,"railway tie (U.S. ), sleeper (Eng. ), mine timber",,,21,cham-bok
2327,chám-che̍h/chám-choe̍h,cham2-cheh8/cham2-choeh8,tsám-tse̍h/tsám-tsue̍h,tsam2-tseh8/tsam2-tsueh8,N,,,乾脆,"ability to act with decision, rapidity and wisdom",,,21,cham-cheh/cham-choeh
2328,chám-chháu tû kun,cham2-chhau2 tu5 kun,tsám-tsháu tû kun,tsam2-tshau2 tu5 kun,Sph,,,斬草除根,"annihilate, eradicate",,,21,cham-chhau tu kun
2329,chám-jiân,cham2-jian5,tsám-jiân,tsam2-jian5,Int,,,截然/相當,"very, really",,,21,cham-jian
2330,chám-siú,cham2-siu2,tsám-siú,tsam2-siu2,VO/R,,,斬首,"behead, (col [thai5-thau5])",,,21,cham-siu
2331,chám-tiâu,cham2-tiau5,tsám-tiâu,tsam2-tiau5,N,ê,,罪狀,inscription attached to a criminal who is being taken to be beheaded,,,21,cham-tiau
2332,chám-tû,cham2-tu5,tsám-tû,tsam2-tu5,V,,,剷除,"cut and remove, clear away (vegetation), wipe out (evil person, enemy)",,,21,cham-tu
2333,chàm,cham3,tsàm,tsam3,V,,,跺腳,stamp (with feet),,,21,cham
2334,chàm-kha,cham3-kha,tsàm-kha,tsam3-kha,VO,,,跺腳,stamp (the feet),,,21,cham-kha
2335,chàm-kha-tē/chàm-kha-tōe,cham3-kha-te7/cham3-kha-toe7,tsàm-kha-tē/tsàm-kha-tuē,tsam3-kha-te7/tsam3-kha-tue7,VO,,,踏腳,march on the spot (as in military drill),,,21,cham-kha-te/cham-kha-toe
2336,chām,cham7,tsām,tsam7,M,,,段,"section, division, paragraph, part",,,21,cham
2337,chām,cham7,tsām,tsam7,Npf/Nsf,,,站,"end of a section, station (R.R., bus)",,,21,cham
2338,chām,cham7,tsām,tsam7,V,,,斬,"chop, cut (with vertical strokes)",,chám,21,cham
2339,chām-chām,cham7-cham7,tsām-tsām,tsam7-tsam7,V/Pmod,,,站站/階段,"every station, every stage (of a plan)",,,21,cham-cham
2340,chām kè,cham7 ke3,tsām kè,tsam7 ke3,N,,,過,"cross (street, road)",,,21,cham ke
2341,chām-tiúⁿ,cham7-tiunn2,tsām-tiúnn,tsam7-tiunn2,N,ê,,站長,station master,,,21,cham-tiu
2342,chán,chan2,tsán,tsan2,SV,,,好/漂亮,"nice, pretty (slang)",hó,,21,chan
2343,chàn,chan3,tsàn,tsan3,M,,,層,"floor, storey",,,21,chan
2344,chàn-bí,chan3-bi2,tsàn-bí,tsan3-bi2,V/N/R,,,讚美,praise (col [o-lo2]),,,21,chan-bi
2345,chàn-bí-si,chan3-bi2-si,tsàn-bí-si,tsan3-bi2-si,N,,,讚美詩,"hymn, song of praise",,,21,chan-bi-si
2346,chàn-chō͘,chan3-choo7,tsàn-tsōo,tsan3-tsoo7,V/N,,,贊助,"assist, in accomplishing a purpose",,,21,chan-cho
2347,chàn-keng,chan3-keng,tsàn-king,tsan3-king,NP,,,棧房,"warehouse, godown",,,21,chan-keng
2348,chàn-pâng,chan3-pang5,tsàn-pâng,tsan3-pang5,NP,,,棧房,"warehouse, godown",,,21,chan-pang
2349,chàn-sêng,chan3-seng5,tsàn-sîng,tsan3-sing5,V,,,贊成,"approve, support, second (a motion)",,,21,chan-seng
2350,chàn-sêng,chan3-seng5,tsàn-sîng,tsan3-sing5,N,,,贊成,"approbation, support, seconding",,,21,chan-seng
2351,chàn-siōng,chan3-siong7,tsàn-siōng,tsan3-siong7,V/RC,,,讚頌,sing the praises of,,,21,chan-siong
2352,chàn-tông,chan3-tong5,tsàn-tông,tsan3-tong5,V,,,贊同,agree with,,,21,chan-tong
2353,chàn-tông,chan3-tong5,tsàn-tông,tsan3-tong5,N,,,贊同,concurrence (in option),,,21,chan-tong
2354,chân,chan5,tsân,tsan5,V,,,刺,thrust (through with sword),,,21,chan
2355,chân,chan5,tsân,tsan5,V,,,刺,spay (pig),,,21,chan
2356,chân,chan5,tsân,tsan5,M,,,層,"layer, tier, level",,,21,chan
2357,chân-chi̍t,chan5-chit8,tsân-tsi̍t,tsan5-tsit8,N,,,殘疾,physical deformity,,,21,chan-chit
2358,chân-hāi,chan5-hai7,tsân-hāi,tsan5-hai7,V,,,殘害,treat cruelly,,,21,chan-hai
2359,chân-hāi,chan5-hai7,tsân-hāi,tsan5-hai7,N,,,殘害,cruel treatment,,,21,chan-hai
2360,chân-hòe,chan5-hoe3,tsân-huè,tsan5-hue3,V,,,殘廢,"maim, cripple, deform",,,21,chan-hoe
2361,chân-jím,chan5-jim2,tsân-jím,tsan5-jim2,SV,,,殘忍,"cruel, harsh",,,21,chan-jim
2362,chân-kim,chan5-kim,tsân-kim,tsan5-kim,N,,,餘款,"balance on hand, credit balance",,,21,chan-kim
2363,chân-khoat,chan5-khoat,tsân-khuat,tsan5-khuat,N/Med,,,殘缺,mutilation,,,21,chan-khoat
2364,chân-khok,chan5-khok,tsân-khok,tsan5-khok,SV,,,殘酷,cruel; atrocious; brutal ; harsh,,,21,chan-khok
2365,chân-khok,chan5-khok,tsân-khok,tsan5-khok,N,,,殘酷,"cruelty, atrocity, harshness",,,21,chan-khok
2366,chân-sí,chan5-si2,tsân-sí,tsan5-si2,RV,,,刺死,stab to death,,,21,chan-si
2367,chān,chan7,tsān,tsan7,V,,,住,"help, assist",,,21,chan
2368,chang,chang,tsang,tsang,N,châng,,棕,low scraggy palm,,,21,chang
2369,chang,chang,tsang,tsang,N,châng,,棕,"fibrous bark of this palm (used for making rain-coat, duster)",,,21,chang
2370,chang,chang,tsang,tsang,N,,,騌,mane,,,21,chang
2371,chang-àm,chang-am3,tsang-àm,tsang-am3,Nt,,,昨晚,"last night, yesterday evening",,,21,chang-am
2372,chang-bo̍k,chang-bok8,tsang-bo̍k,tsang-bok8,N,châng,,蘇木,"sappan wood, a red dye-wood, caesalpinia sappan",,,21,chang-bok
2373,chang-chái-khí,chang-chai2-khi2,tsang-tsái-khí,tsang-tsai2-khi2,Nt,,,昨天早上,yesterday morning,,,21,chang-chai-khi
2374,chang-chat,chang-chat,tsang-tsat,tsang-tsat,N,châng,,桄榔子,"formosan sugar palm, Arenga engleri",,,21,chang-chat
2375,chang-chéng,chang-cheng2,tsang-tsíng,tsang-tsing2,N,,,棕種,brown race,,,21,chang-cheng
2376,Chang/Chang-chhiū,Chang/Chang-chhiu7,Tsang/Tsang-tshiū,Tsang/Tsang-tshiu7,N,châng,,棕櫚,"hemp palm, chinese coir palm, Trachycarpus excelsus var. fortunei",,,21,Chang/Chang-chhiu
2377,chang-chhiū-cheh/chang-chhiū-choeh,chang-chhiu7-cheh/chang-chhiu7-choeh,tsang-tshiū-tseh/tsang-tshiū-tsueh,tsang-tshiu7-tseh/tsang-tshiu7-tsueh,Nt,,,棕樹節,Palm Sunday,,,21,chang-chhiu-cheh/chang-chhiu-choeh
2378,chang-ē-po͘,chang-e7-poo,tsang-ē-poo,tsang-e7-poo,Nt,,,昨天下午,yesterday afternoon,,,21,chang-e-po
2379,chang-ē-tàu,chang-e7-tau3,tsang-ē-tàu,tsang-e7-tau3,Nt,,,昨天中午,yesterday just after noon,,,21,chang-e-tau
2380,chang-lû,chang-lu5,tsang-lû,tsang-lu5,N,châng,,木優櫚,"Chinese coir palm, hemp palm, Trachycarpus excelsus var. fortunei",,,21,chang-lu
2381,chang-pōe-pek-lô,chang-poe7-pek-lo5,tsang-puē-pik-lô,tsang-pue7-pik-lo5,N/Orn,chiah,,棕背伯勞,"Formosan rufous-backed shirke, lanius schach formosae",,,21,chang-poe-pek-lo
2382,chang-sek,chang-sek,tsang-sik,tsang-sik,N,,,棕色,brown color,,,21,chang-sek
2383,chang-si,chang-si,tsang-si,tsang-si,N,,,棕絲,fiber of the “chang” palm,,,21,chang-si
2384,chang-sui,chang-sui,tsang-sui,tsang-sui,N,,,簑衣,raincoat made of palm fiber,,,21,chang-sui
2385,chang-sui-niau,chang-sui-niau,tsang-sui-niau,tsang-sui-niau,N/Zool,chiah,,棕蓑貓,"crab-eating mongoose, Herpestes urva",,,21,chang-sui-niau
2386,chang-tek,chang-tek,tsang-tik,tsang-tik,N,châng,,棕櫚竹,"slender lady palm, Rhapis humilis",,,21,chang-tek
2387,cháng,chang2,tsáng,tsang2,M,,,把,"bundle, sheaf (of rice straw)",,,21,chang
2388,chàng,chang3,tsàng,tsang3,N,lia̍p,,粽子,"small packet of rice and other ingredients wrapped in a bamboo leaf and boiled (There are three kinds: [bah-chang3], [kinn-chang3] and [chhai3-chang3])",,,21,chang
2389,châng,chang5,tsâng,tsang5,M,,,棵,for plants and trees,,,21,chang
2390,châng,chang5,tsâng,tsang5,V,,,淋,"dash (water) on, wash away",,,21,chang
2391,châng-chúi,chang5-chui2,tsâng-tsuí,tsang5-tsui2,VO,,,淋水,dash water on,,,21,chang-chui
2392,châng-e̍k,chang5-ek8,tsâng-i̍k,tsang5-ik8,V,,,淋浴,bathe (by pouring water over one’s body),,,21,chang-ek
2393,cha̍p,chap8,tsa̍p,tsap8,Nu,,,拾,ten,,,21,chap
2394,cha̍p,chap8,tsa̍p,tsap8,V,,,嘖喳,make a labial or dental click as a sign of displeasure,,,21,chap
2395,cha̍p,chap8,tsa̍p,tsap8,Sv,,,雜,"mixed, confused",,,21,chap
2396,cha̍p-bū,chap8-bu7,tsa̍p-bū,tsap8-bu7,N,,,雜務,miscellaneous matters,,,21,chap-bu
2397,cha̍p-cha̍p-háu/cha̍p-cha̍p-kiò,chap8-chap8-hau2/chap8-chap8-kio3,tsa̍p-tsa̍p-háu/tsa̍p-tsa̍p-kiò,tsap8-tsap8-hau2/tsap8-tsap8-kio3,Vph,,,嘖喳,make a labial or dental click (in eating or as a sign of displeasure),,,21,chap-chap-hau/chap-chap-kio
2398,cha̍p-chéng,chap8-cheng2,tsa̍p-tsíng,tsap8-tsing2,N,,,雜種,"mixed strain (sometimes in pejorative sense like “bastard”), mongrel, hybrid",,,21,chap-cheng
2399,cha̍p-chì,chap8-chi3,tsa̍p-tsì,tsap8-tsi3,N,,,雜誌,magazine,,,21,chap-chi
2400,cha̍p-chì-siā,chap8-chi3-sia7,tsa̍p-tsì-siā,tsap8-tsi3-sia7,N,,,雜誌社,magazine publishing company,,,21,chap-chi-sia
2401,cha̍p-chiok,chap8-chiok,tsa̍p-tsiok,tsap8-tsiok,SV,,,十足,"complete, quite sufficient, pure (precious metal)",,,21,chap-chiok
2402,cha̍p-chit,chap8-chit,tsa̍p-tsit,tsap8-tsit,N,,,雜質,impurity,,,21,chap-chit
2403,cha̍p-chit,chap8-chit,tsa̍p-tsit,tsap8-tsit,N,,,雜質,substance added to form an alloy,,,21,chap-chit
2404,cha̍p-chn̂g,chap8-chng5,tsa̍p-tsn̂g,tsap8-tsng5,SV,,,十全,"complete (thing), well-rounded (person)",,,21,chap-chn̂g
2405,cha̍p-chô,chap8-cho5,tsa̍p-tsô,tsap8-tso5,SV,,,嘈雜,overwhelmed with many cares,,,21,chap-cho
2406,cha̍p-chhap,chap8-chhap,tsa̍p-tshap,tsap8-tshap,SV,,,多事干涉,meddlesome,,,21,chap-chhap
2407,cha̍p-chháu,chap8-chhau2,tsa̍p-tsháu,tsap8-tshau2,N,,,雜草,wild grass or plants,,,21,chap-chhau
2408,cha̍p-chháu,chap8-chhau2,tsa̍p-tsháu,tsap8-tshau2,N,,,雜草,weeds,,,21,chap-chhau
2409,cha̍p-chhe,chap8-chhe,tsa̍p-tshe,tsap8-tshe,N,ê,,打雜,"general servant, handy-man",,,21,chap-chhe
2410,cha̍p-chhùi,chap8-chhui3,tsa̍p-tshuì,tsap8-tshui3,SV,,,雜碎,"miscellaneous, sundry (matters)",,,21,chap-chhui
2411,cha̍p-ge̍h/ cha̍p-goe̍h,chap8-geh8/ chap8-goeh8,tsa̍p-ge̍h/ tsa̍p-gue̍h,tsap8-geh8/ tsap8-gueh8,Nt,,,十月,october,,,21,chap-geh/ chap-goeh
2412,cha̍p-ge̍h/ cha̍p-goe̍h,chap8-geh8/ chap8-goeh8,tsa̍p-ge̍h/ tsa̍p-gue̍h,tsap8-geh8/ tsap8-gueh8,Nt,,,十月,10th month of lunar calender,,,21,chap-geh/ chap-goeh
2413,cha̍p-gō͘-mî,chap8-goo7-mi5,tsa̍p-gōo-mî,tsap8-goo7-mi5,Nt,,,十五夜晚,"15th night of the lunar month, night of the full moon",,,21,chap-go-mi
2414,cha̍p-hāng,chap8-hang7,tsa̍p-hāng,tsap8-hang7,Nu+M,,,十項,"ten kinds (of sport, i.e. Decathlon)",,,21,chap-hang
2415,cha̍p-hāng,chap8-hang7,tsa̍p-hāng,tsap8-hang7,N,,,雜項,"sundry items, miscellaneous items,",,,21,chap-hang
2416,cha̍p-hè/cha̍p-hòe,chap8-he3/chap8-hoe3,tsa̍p-hè/tsa̍p-huè,tsap8-he3/tsap8-hue3,N,,,雜貨,"groceries (not including vegetables, fruit or meat)<[chap8-he3-tiam3]: grocery store>",,,21,chap-he/chap-hoe
2417,cha̍p-hoe gō͘-sek,chap8-hoe goo7-sek,tsa̍p-hue gōo-sik,tsap8-hue goo7-sik,SV,,,五花八門,"multi-colored ,variegated, having a variety of designs and colors",,,21,chap-hoe go-sek
2418,cha̍p-hùi,chap8-hui3,tsa̍p-huì,tsap8-hui3,N,,,雜費,"miscellaneous expenses, sundry expenses",,,21,chap-hui
2419,cha̍p-hūn,chap8-hun7,tsa̍p-hūn,tsap8-hun7,Int,,,十分,"completely, fully",,,21,chap-hun
2420,cha̍p-hūn-chi̍t,chap8-hun7-chit8,tsa̍p-hūn-tsi̍t,tsap8-hun7-tsit8,Nu,,,十分之一,one-tenth,,,21,chap-hun-chit
2421,cha̍p-hūn-chi̍t,chap8-hun7-chit8,tsa̍p-hūn-tsi̍t,tsap8-hun7-tsit8,Bib,,,十分之一,tithe,,,21,chap-hun-chit
2422,cha̍p-it-ge̍h/cha̍p-it-goeh,chap8-it-geh8/chap8-it-goeh,tsa̍p-it-ge̍h/tsa̍p-it-gueh,tsap8-it-geh8/tsap8-it-gueh,Nt,,,十一月,November,,,21,chap-it-geh/chap-it-goeh
2423,cha̍p-it-ge̍h/goe̍h,chap8-it-geh8/goeh8,tsa̍p-it-ge̍h/gue̍h,tsap8-it-geh8/gueh8,,,,十一月,11th month of lunar calendar,,,21,chap-it-geh/goeh
2424,cha̍p-jī-âng,chap8-ji7-ang5,tsa̍p-jī-âng,tsap8-ji7-ang5,N,chiah,,朱連雀,"Japanese waxwing, Bombycilla japonica",,,21,chap-ji-ang
2425,cha̍p-jī-chí-tn̂g,chap8-ji7-chi2-tng5,tsa̍p-jī-tsí-tn̂g,tsap8-ji7-tsi2-tng5,N/Anat,,,十二指腸,duodenum,,,21,chap-ji-chi-tn̂g
2426,cha̍p-jī-ge̍h/cha̍p-jī-goe̍h,chap8-ji7-geh8/chap8-ji7-goeh8,tsa̍p-jī-ge̍h/tsa̍p-jī-gue̍h,tsap8-ji7-geh8/tsap8-ji7-gueh8,Nt,,,臘月,December,,,21,chap-ji-geh/chap-ji-goeh
2427,cha̍p-jī-ge̍h/cha̍p-jī-goe̍h,chap8-ji7-geh8/chap8-ji7-goeh8,tsa̍p-jī-ge̍h/tsa̍p-jī-gue̍h,tsap8-ji7-geh8/tsap8-ji7-gueh8,Nt,,,臘月,12th month of lunar calendar,,,21,chap-ji-geh/chap-ji-goeh
2428,cha̍p-ka-lī-a,chap8-ka-li7-a,tsa̍p-ka-lī-a,tsap8-ka-li7-a,Npers/RC,,,匝加利亞,"Zacharias, Zechariah",,Sat-ka-lī-a,22,chap-ka-li-a
2429,cha̍p-kau,chap8-kau,tsa̍p-kau,tsap8-kau,V,,,雜交,"mix strains, breeds, races, etc.",,,22,chap-kau
2430,cha̍p-kau,chap8-kau,tsa̍p-kau,tsap8-kau,V,,,雜交,have intercourse outside of wedlock,,,22,chap-kau
2431,cha̍p-kì,chap8-ki3,tsa̍p-kì,tsap8-ki3,V,,,雜記,record miscellaneous (items),,,22,chap-ki
2432,cha̍p-kì,chap8-ki3,tsa̍p-kì,tsap8-ki3,N,,,雜記,"miscellaneous record , notebook",cha̍p-lio̍k,,22,chap-ki
2433,cha̍p-lí-hiong,chap8-li2-hiong,tsa̍p-lí-hiong,tsap8-li2-hiong,N,châng/lúi,,台灣海桐,"fragrant pittosporum, Pittosporum formosanum",,,22,chap-li-hiong
2434,cha̍p-lí-hiong,chap8-li2-hiong,tsa̍p-lí-hiong,tsap8-li2-hiong,N,châng/lúi,,月橘,"common jasmin orange, Murraya paniculata",,,22,chap-li-hiong
2435,cha̍p-liām,chap8-liam7,tsa̍p-liām,tsap8-liam7,V,,,嘮叨,"complain incessantly, nag",,,22,chap-liam
2436,cha̍p-liām,chap8-liam7,tsa̍p-liām,tsap8-liam7,N,,,雜念,intrusive thoughts which prevent mental concentration,,,22,chap-liam
2437,cha̍p-lio̍k,chap8-liok8,tsa̍p-lio̍k,tsap8-liok8,V,,,雜錄,record miscellaneous items,,,22,chap-liok
2438,cha̍p-lio̍k,chap8-liok8,tsa̍p-lio̍k,tsap8-liok8,N,,,雜錄,"miscellaneous record, notebook",cha̍p-kì,,22,chap-liok
2439,cha̍p-loān,chap8-loan7,tsa̍p-luān,tsap8-luan7,SV,,,雜亂,"in confusion, in a mess",,,22,chap-loan
2440,cha̍p-loān,chap8-loan7,tsa̍p-luān,tsap8-luan7,N,,,雜亂,state of confusion,,,22,chap-loan
2441,cha̍p-mi̍h,chap8-mih8,tsa̍p-mi̍h,tsap8-mih8,N,,,雜物,miscellaneous articles,,,22,chap-mih
2442,cha̍p-sek,chap8-sek,tsa̍p-sik,tsap8-sik,N,,,雜色,"all colors, variegated colors",,,22,chap-sek
2443,cha̍p-só͘,chap8-soo2,tsa̍p-sóo,tsap8-soo2,Nu/BF,,,十餘,somewhat over ten (must be followed by a measure),,,22,chap-so
2444,cha̍p-sū,chap8-su7,tsa̍p-sū,tsap8-su7,N,,,雜事,small odd jobs,,,22,chap-su
2445,cha̍p-tâm,chap8-tam5,tsa̍p-tâm,tsap8-tam5,,,,閒談聊天,"a chat, gossip, desultory conversation",,,22,chap-tam
2446,cha̍p-tiâu-hiân,chap8-tiau5-hian5,tsa̍p-tiâu-hiân,tsap8-tiau5-hian5,N/Bib,,,十弦瑟,ten stringed harp,,,22,chap-tiau-hian
2447,Cha̍p-tiâu-kài,Chap8-tiau5-kai3,Tsa̍p-tiâu-kài,Tsap8-tiau5-kai3,N/Bib,,,十條誡,The ten commandments,,,22,Chap-tiau-kai
2448,chat,chat,tsat,tsat,V,,,模(量),take (one’s pulse),,,22,chat
2449,chat,chat,tsat,tsat,V,,,斟酌,"arrange (one’s time), regulate (one’s schedule according to ability, energy, etc)",,,22,chat
2450,chat,chat,tsat,tsat,M,,,節,a section (of bamboo),,,22,chat
2451,chat,chat,tsat,tsat,M,,,節,"(marked) section (of prose or poetry, stanza, verse, paragraph, etc)",,,22,chat
2452,chat,chat,tsat,tsat,V,,,紮,"bind, wrap (with cord or strip of cloth), enwrap, bandage",,,22,chat
2453,chat-āu chhiam-î,chat-au7 chhiam-i5,tsat-āu tshiam-î,tsat-au7 tshiam-i5,N/Anat,,,節後纖維,postganglionic fibers,,,22,chat-au chhiam-i
2454,chat-chat-âng,chat-chat-ang5,tsat-tsat-âng,tsat-tsat-ang5,N,châng,,節節紅,Pogostemon formosanus,,,22,chat-chat-ang
2455,chat-chat-hoe,chat-chat-hoe,tsat-tsat-hue,tsat-tsat-hue,N,châng,,節節花,Alternanthera nodiflora,,,22,chat-chat-hoe
2456,chat-chêng chhiam-î,chat-cheng5 chhiam-i5,tsat-tsîng tshiam-î,tsat-tsing5 tshiam-i5,N/Anat,,,節前纖維,preganglionic fibers,,,22,chat-cheng chhiam-i
2457,chat-iâⁿ,chat-iann5,tsat-iânn,tsat-iann5,VO,,,紮營,"encamp, bivouac",,,22,chat-ia
2458,chat-lat-á,chat-lat-a2,tsat-lat-á,tsat-lat-a2,N,chiah,,雙眉葦鶯,"von Schrenck’s reed warbler, Acrocephalus bitrigiceps",,,22,chat-lat-a
2459,chat me̍h,chat meh8,tsat me̍h,tsat meh8,VO,,,摸脈,take one’s pulse,,,22,chat meh
2460,cha̍t,chat8,tsa̍t,tsat8,SV,,cha̍t-cha̍t/cha̍t-cha̍t-cha̍t/cha̍t-thóng-thóng,緊密,"closely packed (people, objects), closely woven (cloth), dense",,,22,chat
2461,cha̍t,chat8,tsa̍t,tsat8,SV,,cha̍t-cha̍t/cha̍t-cha̍t-cha̍t/cha̍t-thóng-thóng,緊密,"overwhelmed (with case, trouble, etc)",,,22,chat
2462,cha̍t-khùi,chat8-khui3,tsa̍t-khuì,tsat8-khui3,VO,,,窒息,"breathe with difficulty, be suffocating",,,22,chat-khui
2463,cha̍t-mo̍h,chat8-moh8,tsa̍t-mo̍h,tsat8-moh8,SV,,,苛求的囉唆的,"fastidious, finicky",,,22,chat-moh
2464,cha̍t-phīⁿ,chat8-phinn7,tsa̍t-phīnn,tsat8-phinn7,VO,,,鼻塞,have a stuffy nose,,,22,chat-phi
2465,chau-phoh,chau-phoh,tsau-phoh,tsau-phoh,N,,,糟粕,residue of solids remaining after the extraction of oil or other liquid,,,22,chau-phoh
2466,cha̍t-that,chat8-that,tsa̍t-that,tsat8-that,V,,,糟蹋,constantly give someone trouble,,,22,chat-that
2467,cha̍t-that,chat8-that,tsa̍t-that,tsat8-that,SV,,,糟蹋,take advantage of a girl,,,22,chat-that
2468,cháu,chau2,tsáu,tsau2,V,,,跑,"run, run away, go away",,,22,chau
2469,cháu-bé-thai/cháu-bé-the,chau2-be2-thai/chau2-be2-the,tsáu-bé-thai/tsáu-bé-the,tsau2-be2-thai/tsau2-be2-the,N,châng,,走馬胎,Blumea lanceolaris,,,22,chau-be-thai/chau-be-the
2470,cháu-bē-lī/cháu-bōe-lī,chau2-be7-li7/chau2-boe7-li7,tsáu-bē-lī/tsáu-buē-lī,tsau2-be7-li7/tsau2-bue7-li7,Vph,,,逃不及,cannot escape,,,22,chau-be-li/chau-boe-li
2471,cháu-chò-thâu/cháu-chòe-thâu,chau2-cho3-thau5/chau2-choe3-thau5,tsáu-tsò-thâu/tsáu-tsuè-thâu,tsau2-tso3-thau5/tsau2-tsue3-thau5,VO,,,跑在前頭,be in the lead,,,22,chau-cho-thau/chau-choe-thau
2472,cháu-chông,chau2-chong5,tsáu-tsông,tsau2-tsong5,V,,,奔走,be constantly on the go,,,22,chau-chong
2473,cháu-chhē,chau2-chhe7,tsáu-tshē,tsau2-tshe7,V,,,尋找,run about looking for,,,22,chau-chhe
2474,cháu-iūⁿ,chau2-iunn7,tsáu-iūnn,tsau2-iunn7,VO,,,走樣,"go out for shape (clothing, container, etc)",,,22,chau-iu
2475,cháu-káu,chau2-kau2,tsáu-káu,tsau2-kau2,N,ê,,走狗,"one who betrays a confidence for gain, a quisling, traitor",,,22,chau-kau
2476,cháu-khui,chau2-khui,tsáu-khui,tsau2-khui,V,,,跑開,"run away (from danger or an unfavorable situation), flee",,,22,chau-khui
2477,cháu-lī,chau2-li7,tsáu-lī,tsau2-li7,V,,,跑離,escape,,,22,chau-li
2478,cháu-lō͘,chau2-loo7,tsáu-lōo,tsau2-loo7,VO,,,逃亡/躲債,"run off, be seldom at home",,,22,chau-lo
2479,cháu-lông,chau2-long5,tsáu-lông,tsau2-long5,N,,,走廊,"corridor, porch",,,22,chau-long
2480,cháu-pī,chau2-pi7,tsáu-pī,tsau2-pi7,V,,,逃避,"avoid, get out of the way of (trouble)",,,22,chau-pi
